id,is_iceberg
281bc1ea,1.3067807e-15
bea9f0cf,0.7293251
f4afa0e6,4.2403182e-13
e1b5ef69,0.6975041
b50539fd,0.3998722
2a8c9c15,0.8170878
157ebb0c,0.8788657
247d3614,0.0054579377
0c6cc0cb,0.95371354
aae88d39,0.00018140674
0c77b464,0.03044802
963cf5ea,0.994452
1b371d8b,0.468699
225bc00f,1.6331125e-27
bc0a4eec,0.0074703097
1099782e,0.051000297
a18feadd,0.80964035
ad7f4932,0.014773697
5f8f831e,0.5494037
b5167c35,0.0005773604
0230b06d,0.8121113
f8d7f7ba,1.7668788e-06
08bd1053,0.009680778
58e4dc8c,4.3433534e-08
4793ce8e,0.39092788
304caab4,5.164097e-13
f2ee6d7f,0.98426074
e1f9c0e4,0.880445
8e40401c,0.90056
5d9eaba2,0.91103196
55e7562c,0.0013355315
9da6cb4b,2.4358758e-19
c3c1c8ec,6.111693e-22
3b38698e,8.7185865e-05
6c9eb909,0.17999434
482a3d1d,0.807516
0e9918f0,0.8008533
ef894fd2,1.0163679e-15
4b82e7f7,0.9765072
b9cdd7fb,5.2134684e-22
94a496f4,0.72543955
995eacae,0.98156357
41b02e58,0.9889113
69f04617,0.9168577
c889a03c,0.9777108
91f98acf,0.99717796
9135c19f,0.9657155
1f0e9c09,6.5139636e-13
260d6e8e,0.0019285977
46334397,2.8214345e-10
f34ddf31,0.0018739104
4d6177d7,0.72209555
76a57270,0.9123961
217b8cea,0.00016701221
9a45a566,1.0
1b55c75e,1.667772e-25
7bd92ec6,0.99329185
6c409f41,0.79462934
df3e48eb,0.004238963
62723e57,7.673729e-17
b8e627bf,0.00025367737
86bb5d85,0.19013548
77e5034c,0.17269
607079e5,0.80083203
96879fb4,0.00031614304
6afe606d,0.40929276
4129802f,0.89646995
a42300ef,0.7727494
1af842f5,0.87902224
3fe57d78,0.98222643
f4e60ed5,0.9773499
68c8337b,0.3194809
914ed5b5,0.07011011
a6bb5987,0.7833743
c781c439,0.36939168
47a1a25e,0.071842045
80ea0713,0.9064437
a9d001bc,0.00020068884
f94d098a,0.0040778816
3e230e0e,0.7755943
24afa485,1.9680934e-05
bc37db7f,0.86086476
83f99e4d,1.5797078e-10
1a8d86f7,0.0017774701
38136419,0.7347128
d393e637,0.92218196
36902570,0.9771534
327f7b25,0.9681597
3f8543c6,0.99975157
a0d42a70,0.43087697
e07ba430,0.7850086
c6e53803,0.8795109
fec4dad8,0.60301155
933fc5ba,0.8571171
c27eda4e,0.96936876
9b94d2c2,0.00015503168
a2dbdb31,0.0041888356
816258dd,0.4313933
81f11218,0.9999534
c4bd9d04,0.9705163
c6ce9bf9,0.0026854873
a7b3cc29,1.8410833e-10
527870bf,0.7741759
9af26068,0.99663895
0b591e70,0.97348
2b1e57c5,0.2252981
194db786,0.8976681
e09ba644,0.97253025
fa2ed3e5,0.98706883
1ba92726,0.030854344
8c8f45b4,1.8053289e-25
f8889f44,0.78527594
598e255b,0.031498253
45f1aa7a,0.15939882
022956a3,5.363024e-10
d406064d,0.8035413
76617947,6.021684e-25
d0e5dccb,0.99033344
33271da6,0.9864073
0840e2b1,0.55837196
521a9f4d,0.7855276
7286b1dc,0.7774489
5b6acc2d,0.99687827
e034cd34,4.7823644e-20
46577660,0.0012001693
bb4d6f24,0.8871378
bfc7a3f2,0.92428553
abc66be8,0.010470867
3627189f,0.98083735
e49a77f6,0.6700136
a209d7ee,0.96649617
dee69cf6,0.8446348
9a6261a0,0.10904986
a8e444c6,9.713398e-15
a6a66a28,0.9902587
db7022ff,0.00044575334
0dfb45d9,0.8770486
81c983aa,1.8676214e-05
a98fb5e1,0.9493953
99e004d7,0.99989027
d16e5fbb,0.9887541
3c352f9e,0.026720941
12202699,0.0039007366
86af0236,0.78432655
f3703e6f,0.63774246
4a71dc34,0.9493644
321edcdc,0.3771987
e365a657,0.99999976
45755c9c,0.0035749078
873b0829,0.90747625
72ccd009,0.00481236
205243d9,0.86862963
d9202f36,0.011425644
9d0c30b0,0.7713095
56644ace,0.124082625
c63f527f,0.82759917
bb84b9bd,0.726997
6f68caf0,0.6939679
8492119b,3.687999e-23
71bde48d,0.96528506
d2d6e2ba,0.80718666
6f4b309c,0.8858161
b3cc5ba3,0.9594512
fee39547,0.77182746
4893137a,0.9588679
e283c4c4,0.16385463
25bac62b,0.8093288
8fd88dd6,2.7692812e-10
b48c104e,0.9823251
221d500b,0.34514046
8f0de087,4.037668e-07
32342e03,0.0013440847
a8da99d8,0.06807926
93203755,0.89502585
d3c88528,0.97775775
0d7a17b3,0.003997296
bd72f5ec,0.99905086
e953c0fd,0.9961581
e730b6c6,0.9874295
c086033a,0.0014919937
a521d303,7.3277675e-07
b023957a,0.98104346
3e0f04e8,0.99995047
60647cba,8.699355e-17
2f5c43a8,0.7439595
b54ba69b,0.87410176
eac962ff,0.6792217
7e2a3763,2.6553868e-09
9362d863,0.04249406
8f1b833c,0.81524795
79727ff5,9.8448974e-05
62614c75,0.7640373
75a03adf,0.9682455
cf138392,0.887383
bf467a96,1.7272541e-05
c8b34651,0.9606285
105a5c54,8.490102e-07
bf6de75c,0.009482294
060702c8,0.9345616
921bad2c,0.9101851
e0d17eb0,0.5209408
9a3825c9,0.77989805
8eda717f,7.6373806e-05
78906e0c,0.99995756
c60100ad,0.96600235
90a72a52,0.9882004
d80e4ed4,0.17646888
339cd0d2,0.0016357303
d99de899,0.6643386
357e20d1,0.8143307
a4d190da,0.0751507
bd226217,0.99509984
476e2771,0.9916751
4e483506,0.9848065
f70ea081,0.9578609
4645e56f,0.9966855
e6d05940,0.584524
f8b3c6af,0.7605696
c89d6aad,0.99311227
0cb57f6e,0.84667224
86a4be46,0.009111017
75e62d7e,1.2791354e-13
ebc36374,0.034480423
0ebcb731,0.006052077
24d000c5,0.99770075
f3c9a4f6,0.88070935
1bc59730,0.00062680244
47ea0bff,0.6629529
cdeccfdd,2.765237e-07
15e09a1d,0.3598612
00652788,0.7372173
23649c84,0.12931108
91188a77,0.10873866
eaca8580,0.99361587
4ce9daeb,0.79010034
d4220673,0.6943262
b6a87aef,0.92219216
8333ebed,0.98922336
950a3453,0.99983764
7074f6c9,0.83366925
98a02caf,0.00015622377
59c8d2b3,0.9531534
d99d13bd,0.95491534
de86f1cf,0.9689512
8f4b1985,0.97606415
a7779b04,0.8200037
2caeab11,0.29397267
16aeea7c,0.2110514
b9d19ab9,0.83204
29c5d2fd,0.9984697
efcefa55,0.7018795
099161c3,0.75875187
12b49195,1.0
96a1ce13,0.94772303
67964b4f,0.09904802
b61c605c,0.0031789243
bcfc0f16,0.0027122796
bf0cb956,1.5014283e-17
12f6aa7d,0.44440332
f36f3a0c,0.9999999
83490492,0.27431297
e3b62b60,0.23060152
20b27d66,0.99932647
25c3ce93,0.8498138
67a2ff0b,0.7823356
9b2d3c1a,0.75430834
8ad51f7d,9.615942e-18
14137b57,0.9872258
9ea5aa79,4.5500053e-09
5ea1d2dd,1.850705e-05
979c867e,0.9227854
7ea1e1b6,0.9089277
d65520ba,0.99986804
765ad2e2,0.6432438
d2957326,0.5999766
24349e24,6.415992e-05
fd8a2ae3,0.0011930764
b282d98e,0.820132
3eaa7a61,0.0027734637
16533dd4,0.99638236
4adb68d7,0.93422353
565005b9,0.067097545
51d86e0c,0.7224406
30635642,3.677433e-07
d9480a60,1.0
b2647128,0.2578065
20478c55,0.99793863
caa0d105,0.08882484
474f4534,0.33611804
d51e3867,0.98284566
e5d1bba7,0.61043906
e7000b2a,0.00036263466
78f06b79,0.97889304
8a9f4bee,0.86548823
3d716bbe,0.9245517
6e1ddef1,6.453545e-06
9826f39a,0.004781902
3fdc82f7,0.3070628
31f013c3,0.85757315
97a9df6d,0.9545146
10e65294,0.5909425
0bdca1a5,0.3837257
374037fa,0.824137
1d1a0cec,0.87468445
d415c5ad,0.047837615
ced1306d,1.9489223e-11
f43497f3,0.12029216
ffd13a9e,0.8018923
6f67148e,0.99894726
be322b68,0.9997277
af209b44,0.0013559163
69b53a4a,0.73558164
4c085180,0.01428771
608cea18,0.9726385
f8bebbfd,0.18183297
ae16855d,1.1756329e-10
dfc700b3,0.9528297
e3bdd9ac,0.84586775
87a8ea20,8.325214e-05
3c3da9aa,0.87126994
76c882d6,2.1220328e-06
9e429645,0.96932447
7dc9c990,6.219904e-16
f38d53ef,0.24412614
e1785b6e,0.03570181
80c673fb,0.8891139
a8b8c20b,0.8190924
6a1ff150,0.93643343
2f68d4fe,0.9555647
c462ec65,0.9967663
c374d5c4,0.9932013
d20769b3,0.58789396
c467fe4d,7.504957e-08
1356229e,0.41958353
b1532127,0.9967177
3777ee22,0.9966476
4ba6023f,0.9570526
08504ae6,0.25928143
5e0b4cc5,0.0007349849
249a0c1f,0.9534294
24b3497f,0.7296196
9edcf494,1.3160109e-05
53297290,0.12839788
6d3a269e,0.7555013
1b0d38fc,6.193299e-10
02747427,0.46019226
38867253,0.935408
c392dbd0,0.88474345
8939734c,1.8724883e-18
097ba3af,7.727429e-24
30f0f835,0.12847659
bdab1bcf,0.6998686
1070a984,0.8775654
c41b8a90,0.98634255
86a3b5cc,0.31268927
d0a3719e,0.8897244
b1a8067b,0.9692397
911bc6aa,0.69288737
67a2d0ac,0.99996686
11447262,0.0049081445
12fd1375,4.3833097e-19
f2898538,0.67608845
0e7355e2,2.2803615e-21
bc2c87c8,0.9994266
94001156,0.0057240427
d5855224,0.40099072
a3c1a552,0.05640176
edcf54fa,0.33170217
a28b90eb,0.7853508
63cd028f,9.691365e-06
dbc79657,0.030879766
bc856bf1,0.64550054
c7e25a70,0.51401347
9771b119,2.6493654e-10
836db0d9,0.00014463067
f5685d3e,0.77025
bb04299d,0.73500633
163a9d23,0.8999746
5283c614,4.1203016e-18
2276d5d8,0.37987182
ccb77e34,0.9943616
d4a75bf3,0.94324183
e15f46ea,0.81161916
992a45ba,0.19865286
056e7768,0.0
a1dc016b,0.8667649
38db82cd,4.6926703e-05
3295f3ae,0.00017359853
a6ff3660,0.87421405
5981b799,0.98125666
2636d79d,0.9991483
7a8521e2,5.877007e-11
9b53021d,0.11592215
0a37be18,0.9684453
a8676e55,0.97709054
3488b8fc,0.15569058
b86d4006,0.83310705
33888635,0.9895138
aa9ca5f9,0.2563966
08faf0f6,4.323503e-14
5320cd26,1.1678006e-05
2c57fdaa,0.6448309
d467ce62,0.99906814
888a568e,0.9886333
88d6c838,0.85672474
8f138517,0.99852836
e1108dc0,2.5678708e-15
9e9cd6c9,0.0009965897
ab893af4,1.3566433e-06
4d4b30ba,0.75496507
7ce15e26,0.99952275
dbc45500,7.8581613e-10
6a0cde3f,0.98910886
2658014c,0.10711235
08d20604,0.00015684962
03c83dc9,0.013269603
d741ccd1,0.06684402
992d48b6,1.2296073e-24
b1ea3253,0.7816277
da379e69,0.018465012
73b429af,0.96674204
2aefe712,0.8914695
1e3634f9,0.9766462
069ee09e,3.564246e-05
a7970f81,8.992922e-15
23084d2e,1.5748926e-12
ac57710a,0.67589206
02553267,0.73134947
0971c6c7,0.014514178
cdb7f1fe,0.8330879
d3af3f60,0.5048468
59daf44b,0.75463593
c2169934,0.9666981
da03b56e,0.9766021
474ea404,0.9324056
f686cdc4,0.34855783
f865b354,0.020077199
106df554,0.6656826
e5637171,0.99979675
cba8985c,0.034363776
cc09c9ce,0.753947
0b85b33f,0.7967891
92f20625,0.99349
6b1379dd,0.97895217
ed2b1df1,1.952784e-06
325124e4,0.0022122264
7455c944,0.9986361
fd68ccc1,0.9783149
8df9100d,0.620499
c406df9b,0.043246686
4978870c,1.7869826e-22
383f95d6,0.11994237
aba96bbf,5.057818e-12
6bba66b4,0.86891824
b86fa0c9,0.17263648
a2abc369,0.92878675
0b40c014,0.00043439865
d45add48,0.8758016
00193999,0.95224977
c2f1b710,0.4211594
53750c72,0.026085675
3137ef1d,0.95228887
bc6b8e2a,0.2710054
7cb546c6,0.9889412
d59a2349,1.0
04d04b9a,0.9491096
05ac1343,0.21438214
2917895f,2.9518994e-06
342a1d01,0.9791531
78309e4b,0.8933606
5c1a5aba,3.6860615e-06
fae57f79,0.0021350682
23821d71,0.8095263
5780b19d,1.938057e-15
11c67865,0.6326598
8564f114,0.9888014
ec7d0fdd,0.93450487
9a0446b8,3.152181e-05
5f5da69d,0.63945216
7a11839b,0.98790956
763c9bbf,2.138315e-21
15a7b5c5,0.0009849072
e9c7e251,0.07469776
2555c207,0.38003117
ec8d9784,2.5908878e-13
08fd9d10,0.13367593
9504ae29,0.010789901
0b91a24d,0.3702184
e62e6cfe,0.8701019
5d1291bb,0.915264
b3c1f2e7,0.66802776
c6a8db21,0.0947586
f2c137fd,0.9011644
b61e8155,0.7181792
45b9ee35,0.52358466
8fe9c49b,0.99814814
b98ceb09,6.8024765e-21
70c4a435,0.25921607
d953d111,0.9202808
da7de86e,0.78808916
519f8611,0.82991916
75eefdc3,0.65273285
62412092,0.013838679
de8ec010,0.013868064
ee6121f8,0.8329526
412b66e0,0.4524349
7405c131,0.7283186
efff4306,0.97555834
5658d679,2.8021213e-07
617f88fc,5.6135927e-06
a120100b,6.7370115e-06
0971369e,0.823164
83f7fe7b,0.8119791
12437da1,1.4897967e-15
8e7f96a5,0.50976753
a08237de,1.284365e-07
a013bd6f,0.0071532726
c6fdd404,0.82071185
317e2af4,0.38729015
dd9878c0,0.1606121
42e76a51,0.99846476
022f77e3,0.25092888
cada3682,0.98357093
53074f1f,0.9996999
e6c19679,0.34625375
dfb69b8b,2.0574676e-05
e1572941,1.0
8d549cd2,0.095458925
6913594d,0.98232627
6e528fd6,1.0
c8b037c7,0.0011928976
c3b6c880,0.8205334
9684ac04,4.0150144e-12
6d974acc,0.34611133
57b10462,0.28944004
b2373298,7.3559736e-06
8e946e10,0.9243432
6acee7de,0.5373609
8ad7cc2f,1.0231459e-27
8e6e087e,0.63739455
c3e46df5,7.156119e-08
f6983f34,0.7455909
8130a3aa,0.02042979
0f11be03,0.21887219
766073e1,0.8342886
e67f6889,0.87662244
148a0930,0.18491626
b333ff97,0.7687572
1c148a28,0.9835059
ee0b02d7,0.82925403
fa1c5f6d,0.9319885
9b12ae1f,2.4745561e-06
3bb60b1b,0.57562435
096e7594,0.60730046
ac98996a,0.11897433
1b7b9b9d,0.9821043
61b2ac6f,0.6603196
2bd414a8,0.1453776
73d12826,0.5387524
29f7ec33,0.00027149916
265f8aa8,0.97587544
0d6be675,0.11146346
a00ecdf6,0.9949039
c414328a,5.75311e-15
d47de87e,0.9816949
376f984f,0.98958397
12a35aa5,0.6257555
8ecfd739,0.00035065413
2cbc30f4,7.8108416e-05
aa4bdf31,0.31911597
69d18f51,0.96366847
50cd4394,4.7113477e-27
bda732e1,0.9653719
8e77e385,0.71299386
49dfd51a,0.5055782
b0a3e728,0.23166272
518061ec,0.24372199
bb306c8c,0.9999714
1b2cf099,8.690677e-05
e7c405e4,9.359486e-09
1fc79c9d,0.025446892
3427cd60,0.91718984
8fc604cd,0.9992373
0981acfd,4.3773744e-13
512e9c5c,0.90129375
ae9f2426,4.181594e-06
a8cd44c8,0.8974288
acac91c3,0.9946197
35988937,0.8322065
2a2dd539,0.44256634
3f971e0a,1.875721e-13
7e09131c,0.95587397
82726c59,0.80345434
ec4c3dbd,0.7724838
2a851255,1.3090686e-26
2cebdab4,0.96963936
013b617b,0.7116467
21a8603a,0.24126759
fe2f2579,0.83007956
df069a3d,0.5256438
595f7f57,0.9101429
081bdb0a,1.9668146e-21
6f8e7b3a,0.9653671
d1824fe1,1.2253833e-17
3ddc6778,0.8147076
57e4244d,0.93529725
18e2e176,0.998846
7394cdbc,0.85288954
19821b41,0.3231872
12e9563c,0.92614245
b96c9ed9,0.9747019
096d9c1b,0.38414112
97454a30,0.7498994
43b6c5d3,0.9921535
2c58bcc5,0.11117306
0c71dc02,0.93253565
f7cd79b0,0.80202854
922ec513,3.490334e-05
561b6b2c,0.47382873
32913f04,0.7659861
77aad507,0.03092584
d62d5a9c,0.1115264
be70bb3d,0.83394015
84920252,0.7583395
b9623d93,0.99744904
ba925eca,0.0010439157
181ecadf,0.26368913
6fbcc9e2,0.28040984
57d5b182,0.65446454
d3013a36,0.94633603
21cafb54,0.26177886
d1a6cc74,1.5106448e-15
c4017d47,0.00071790814
22e05854,8.334449e-06
7eb53ec8,0.9868281
c77a806d,0.9817455
c114c951,0.99875164
71495521,0.48473936
98bb1260,0.39665812
546ec108,0.819977
78f39102,0.0013540089
26b6379a,0.379431
8cb14c23,0.679324
75892ee1,0.5806636
3d31d65f,1.0272969e-09
30784a7a,0.99998164
efba2a23,0.99303985
9fcb2c5a,4.455277e-11
9910ee7e,0.029619873
dc97b587,0.6524503
7732ca72,3.189222e-05
c4bac1f1,0.80969405
a80ddf30,8.360958e-23
fe79c536,1.3380595e-10
84e34259,0.99963266
7db3b563,0.0003298521
5e946e6e,0.90626967
76881bf4,0.98904496
7c606237,7.2222047e-06
7aa06d7d,0.76887655
0d035cbc,0.085798115
0838e69f,0.0017535985
f6715e39,0.95827675
499004bb,0.9349284
4cefc9ec,5.227927e-22
ded95f0a,0.97813076
073112c9,0.00026917458
96cb4df4,2.1293756e-15
0962de0b,0.8576515
cea18b7b,0.98147863
75463cb0,0.41715738
4a59c201,0.35852423
29d46646,0.7407417
e6134ca4,0.021341175
445ae936,0.8987968
420d8dda,0.99643064
bae1b5b1,0.04082918
9f49327e,0.8078613
18b52f62,0.9581226
b02bb341,2.245028e-07
e5be8689,1.7976298e-07
b5b85b95,0.005184293
b94f72e3,1.1680512e-05
a79114fd,0.04098326
502ffafa,0.99342334
b8e274d7,0.9022125
e37f8f63,7.4957617e-11
c8a5c9d9,0.49847847
d574bf84,0.9046042
88bc1b71,0.9731268
3261e3ee,0.4065837
e65424cf,0.9981159
706d2090,8.025225e-12
94d4c49c,0.11573818
51ba3d48,0.24785897
fdd4c395,0.7963952
12eed563,0.05278924
f93627e8,0.9955114
df51a7cd,0.89060307
c84092af,0.69298905
514a25a2,6.040671e-08
5d421481,0.5473817
d3859efd,0.92970675
eb024725,2.383205e-06
0d8537a5,0.81257355
fe708ff7,0.72879374
1790bbf0,0.010739237
8a30487e,0.8105774
70a01d16,0.0015158355
89bb7fca,0.8656436
398c1300,1.5822334e-06
41b43c73,0.9354528
72d2839a,0.00013637543
beeb98cf,7.8366424e-09
c409f194,0.038162857
0c654278,0.0934324
fb155295,0.8427109
103d1e1d,0.99632037
6c755ff3,9.567031e-24
3722a062,0.8599716
90611922,0.34141454
77b432f1,0.9961604
ccf53246,0.9164243
4c52089f,0.45595792
81e05676,0.7364658
732c51d0,0.034033567
b60c6094,0.9580629
2e9db48a,0.997743
68cdc732,5.370778e-08
e1f9dbd9,0.015283734
31fd12b9,0.7497717
72bd3e45,0.6773551
84e2f1ab,0.8415586
b4b6d3d0,0.12804657
874d507a,0.8722364
44775bac,0.9999912
83dfaf91,0.13901863
a9a1cc1e,6.5107837e-13
227de452,3.5206385e-26
14519bcf,0.99960387
970a9821,0.761305
e84230ac,7.757395e-27
550e4ebc,0.033404052
5e98d635,4.4762373e-08
667d386b,0.895741
503fefff,0.82714486
08bcb429,0.39534277
90c293d2,0.004679084
bbc84c36,0.8247057
3facaac6,0.02382636
e8d1bc63,0.16981477
0ba50202,0.94750106
9d947517,1.4113898e-28
e084ed8f,2.4423153e-07
7051b370,1.0
910f551e,0.7178868
8d238915,0.5256115
e7238f30,1.8872358e-14
a658f1ba,0.08107281
0b4e7093,0.9629376
4d59af79,0.7748097
99a7b417,0.7579068
e5798365,0.23124
078c699f,0.9478084
b2cd6017,0.79206395
89b3960f,0.99998033
104d981d,0.9767458
05e410e9,0.28422466
44556da6,0.96605766
207e5145,0.9856857
390ddfc0,0.03448403
2e82728f,0.0002836883
4245d2cc,0.9997767
d43a187c,0.8500322
52b60236,9.152063e-12
cc22996f,0.44422337
bf08f16a,4.7689973e-18
47dea2c3,0.72242093
22ac0bab,0.87100637
49c670ad,1.24046e-12
1040e727,0.9992634
f39933c4,7.872861e-05
30474ea4,0.881467
73978670,0.82599926
527ad437,0.99011856
78f83e41,0.7901236
12921cf8,0.9512269
b960192b,4.692536e-05
9dfaf61b,8.998669e-19
cec954d2,4.772926e-19
00bb437f,0.9573628
06458d98,0.26160565
37ba4455,2.9370069e-05
2feeeaf3,0.9818535
06c83a48,2.5800308e-08
dfe4fd55,4.8713826e-15
0b7fb9da,2.3964076e-06
52d1ae5f,1.6454163e-15
0ef51267,0.7419651
0d9822ce,0.9196117
bcad7099,4.894134e-06
a26a7454,0.110431254
93b7cc9d,0.8783082
dcd0ddc6,0.016824424
16655d5c,0.8190976
2a6150ae,0.99917907
601fa9bc,0.20259261
3644a31b,0.9175011
396254ec,0.03167674
b01bf536,0.8127961
ff13313c,0.62709504
18c308c7,0.938062
50b69cc6,0.99999785
76bd6e6a,0.045578063
74c587bb,0.9996686
11b26a63,0.95147395
bf2bc384,0.89364517
075634d5,4.2621847e-14
7b1e388b,2.7220422e-12
8eb02fc2,0.9879663
5b09ed4a,1.0
371b935e,0.8991642
7a1cbaab,0.5554482
c5c72595,0.86490524
c5ea95c0,0.3532474
a5b61d35,0.0019516349
2c252c46,0.71781355
7d8e52d9,0.29631776
13fe65d5,0.7838216
a3d2abc6,0.26515788
9248daa9,0.7630291
605470fc,0.5417578
38717ccd,0.99209034
1144cbd0,0.9726471
6d32e09b,0.7223695
89b138f7,1.7138757e-15
a83f69a4,0.099763125
68b7f89d,0.85295373
a0998397,0.78388095
7e20006f,1.8060897e-14
93b12419,0.1289753
475c5a35,0.49645713
67f42c90,0.39900467
45a114e0,0.0046472847
41a59ee9,0.061190277
6c2c6a39,0.5626149
